code,kind,term,parent_id,modifier_4,modifier_5
I513,category,"Intracardiac thrombosis, not elsewhere classified",I51,,
I514,category,"Myocarditis, unspecified",I51,,
I515,category,Myocardial degeneration,I51,,
I516,category,"Cardiovascular disease, unspecified",I51,,
I517,category,Cardiomegaly,I51,,
I518,category,Other ill-defined heart diseases,I51,,
I519,category,"Heart disease, unspecified",I51,,
I52,category,Other heart disorders in diseases classified elsewhere,I30-I52,,
I520,category,Other heart disorders in bacterial diseases classified elsewhere,I52,,
I521,category,Other heart disorders in other infectious and parasitic diseases classified elsewhere,I52,,
I528,category,Other heart disorders in other diseases classified elsewhere,I52,,
I60-I69,block,Cerebrovascular diseases,IX,,
I60,category,Subarachnoid haemorrhage,I60-I69,,
I600,category,Subarachnoid haemorrhage from carotid siphon and bifurcation,I60,,
I601,category,Subarachnoid haemorrhage from middle cerebral artery,I60,,
I602,category,Subarachnoid haemorrhage from anterior communicating artery,I60,,
I603,category,Subarachnoid haemorrhage from posterior communicating artery,I60,,
I604,category,Subarachnoid haemorrhage from basilar artery,I60,,
I605,category,Subarachnoid haemorrhage from vertebral artery,I60,,
I606,category,Subarachnoid haemorrhage from other intracranial arteries,I60,,
I607,category,"Subarachnoid haemorrhage from intracranial artery, unspecified",I60,,
I608,category,Other subarachnoid haemorrhage,I60,,
I609,category,"Subarachnoid haemorrhage, unspecified",I60,,
I61,category,Intracerebral haemorrhage,I60-I69,,
I610,category,"Intracerebral haemorrhage in hemisphere, subcortical",I61,,
I611,category,"Intracerebral haemorrhage in hemisphere, cortical",I61,,
I612,category,"Intracerebral haemorrhage in hemisphere, unspecified",I61,,
I613,category,Intracerebral haemorrhage in brain stem,I61,,
I614,category,Intracerebral haemorrhage in cerebellum,I61,,
I615,category,"Intracerebral haemorrhage, intraventricular",I61,,
I616,category,"Intracerebral haemorrhage, multiple localized",I61,,
I618,category,Other intracerebral haemorrhage,I61,,
I619,category,"Intracerebral haemorrhage, unspecified",I61,,
I62,category,Other nontraumatic intracranial haemorrhage,I60-I69,,
I620,category,Subdural haemorrhage (acute)(nontraumatic),I62,,
I621,category,Nontraumatic extradural haemorrhage,I62,,
I629,category,"Intracranial haemorrhage (nontraumatic), unspecified",I62,,
I63,category,Cerebral infarction,I60-I69,,
I630,category,Cerebral infarction due to thrombosis of precerebral arteries,I63,,
I631,category,Cerebral infarction due to embolism of precerebral arteries,I63,,
I632,category,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,I63,,
I633,category,Cerebral infarction due to thrombosis of cerebral arteries,I63,,
I634,category,Cerebral infarction due to embolism of cerebral arteries,I63,,
I635,category,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,I63,,
I636,category,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",I63,,
I638,category,Other cerebral infarction,I63,,
I639,category,"Cerebral infarction, unspecified",I63,,
I64,category,"Stroke, not specified as haemorrhage or infarction",I60-I69,,
I65,category,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",I60-I69,,
I650,category,Occlusion and stenosis of vertebral artery,I65,,
I651,category,Occlusion and stenosis of basilar artery,I65,,
I652,category,Occlusion and stenosis of carotid artery,I65,,
I653,category,Occlusion and stenosis of multiple and bilateral precerebral arteries,I65,,
I658,category,Occlusion and stenosis of other precerebral artery,I65,,
I659,category,Occlusion and stenosis of unspecified precerebral artery,I65,,
I66,category,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",I60-I69,,
I660,category,Occlusion and stenosis of middle cerebral artery,I66,,
I661,category,Occlusion and stenosis of anterior cerebral artery,I66,,
I662,category,Occlusion and stenosis of posterior cerebral artery,I66,,
I663,category,Occlusion and stenosis of cerebellar arteries,I66,,
I664,category,Occlusion and stenosis of multiple and bilateral cerebral arteries,I66,,
I668,category,Occlusion and stenosis of other cerebral artery,I66,,
I669,category,Occlusion and stenosis of unspecified cerebral artery,I66,,
I67,category,Other cerebrovascular diseases,I60-I69,,
I670,category,"Dissection of cerebral arteries, nonruptured",I67,,
I671,category,"Cerebral aneurysm, nonruptured",I67,,
I672,category,Cerebral atherosclerosis,I67,,
I673,category,Progressive vascular leukoencephalopathy,I67,,
I674,category,Hypertensive encephalopathy,I67,,
I675,category,Moyamoya disease,I67,,
I676,category,Nonpyogenic thrombosis of intracranial venous system,I67,,
I677,category,"Cerebral arteritis, not elsewhere classified",I67,,
I678,category,Other specified cerebrovascular diseases,I67,,
I679,category,"Cerebrovascular disease, unspecified",I67,,
I68,category,Cerebrovascular disorders in diseases classified elsewhere,I60-I69,,
I680,category,Cerebral amyloid angiopathy (E85.-†),I68,,
I681,category,Cerebral arteritis in infectious and parasitic diseases classified elsewhere,I68,,
I682,category,Cerebral arteritis in other diseases classified elsewhere,I68,,
I688,category,Other cerebrovascular disorders in diseases classified elsewhere,I68,,
I69,category,Sequelae of cerebrovascular disease,I60-I69,,
I690,category,Sequelae of subarachnoid haemorrhage,I69,,
I691,category,Sequelae of intracerebral haemorrhage,I69,,
I692,category,Sequelae of other nontraumatic intracranial haemorrhage,I69,,
I693,category,Sequelae of cerebral infarction,I69,,
I694,category,"Sequelae of stroke, not specified as haemorrhage or infarction",I69,,
I698,category,Sequelae of other and unspecified cerebrovascular diseases,I69,,
I70-I79,block,"Diseases of arteries, arterioles and capillaries",IX,,
I70,category,Atherosclerosis,I70-I79,,
I700,category,Atherosclerosis of aorta,I70,,
I701,category,Atherosclerosis of renal artery,I70,,
I702,category,Atherosclerosis of arteries of extremities,I70,,
I708,category,Atherosclerosis of other arteries,I70,,
I709,category,Generalized and unspecified atherosclerosis,I70,,
I71,category,Aortic aneurysm and dissection,I70-I79,,
I710,category,Dissection of aorta [any part],I71,,
I711,category,"Thoracic aortic aneurysm, ruptured",I71,,
I712,category,"Thoracic aortic aneurysm, without mention of rupture",I71,,
I713,category,"Abdominal aortic aneurysm, ruptured",I71,,
I714,category,"Abdominal aortic aneurysm, without mention of rupture",I71,,
I715,category,"Thoracoabdominal aortic aneurysm, ruptured",I71,,
I716,category,"Thoracoabdominal aortic aneurysm, without mention of rupture",I71,,
I718,category,"Aortic aneurysm of unspecified site, ruptured",I71,,
I719,category,"Aortic aneurysm of unspecified site, without mention of rupture",I71,,
I72,category,Other aneurysm and dissection,I70-I79,,
I720,category,Aneurysm and dissection of carotid artery,I72,,
I721,category,Aneurysm and dissection of artery of upper extremity,I72,,
I722,category,Aneurysm and dissection of renal artery,I72,,
I723,category,Aneurysm and dissection of iliac artery,I72,,
I724,category,Aneurysm and dissection of artery of lower extremity,I72,,
I725,category,Aneurysm and dissection of other precerebral arteries,I72,,
I726,category,Aneurysm and dissection of vertebral artery,I72,,
I728,category,Aneurysm and dissection of other specified arteries,I72,,
I729,category,Aneurysm and dissection of unspecified site,I72,,
I73,category,Other peripheral vascular diseases,I70-I79,,
I730,category,Raynaud syndrome,I73,,
I731,category,Thromboangiitis obliterans [Buerger],I73,,
I738,category,Other specified peripheral vascular diseases,I73,,
I739,category,"Peripheral vascular disease, unspecified",I73,,
I74,category,Arterial embolism and thrombosis,I70-I79,,
I740,category,Embolism and thrombosis of abdominal aorta,I74,,
I741,category,Embolism and thrombosis of other and unspecified parts of aorta,I74,,
I742,category,Embolism and thrombosis of arteries of upper extremities,I74,,
I743,category,Embolism and thrombosis of arteries of lower extremities,I74,,
I744,category,"Embolism and thrombosis of arteries of extremities, unspecified",I74,,
I745,category,Embolism and thrombosis of iliac artery,I74,,
I748,category,Embolism and thrombosis of other arteries,I74,,
I749,category,Embolism and thrombosis of unspecified artery,I74,,
I77,category,Other disorders of arteries and arterioles,I70-I79,,
I770,category,"Arteriovenous fistula, acquired",I77,,
I771,category,Stricture of artery,I77,,
I772,category,Rupture of artery,I77,,
I773,category,Arterial fibromuscular dysplasia,I77,,
I774,category,Coeliac artery compression syndrome,I77,,
I775,category,Necrosis of artery,I77,,
I776,category,"Arteritis, unspecified",I77,,
I778,category,Other specified disorders of arteries and arterioles,I77,,
I779,category,"Disorder of arteries and arterioles, unspecified",I77,,
I78,category,Diseases of capillaries,I70-I79,,
I780,category,Hereditary haemorrhagic telangiectasia,I78,,
I781,category,"Naevus, non-neoplastic",I78,,
I788,category,Other diseases of capillaries,I78,,
I789,category,"Disease of capillaries, unspecified",I78,,
I79,category,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere",I70-I79,,
I790,category,Aneurysm of aorta in diseases classified elsewhere,I79,,
I791,category,Aortitis in diseases classified elsewhere,I79,,
I792,category,Peripheral angiopathy in diseases classified elsewhere,I79,,
I798,category,"Other disorders of arteries, arterioles and capillaries in diseases classified elsewhere",I79,,
I80-I89,block,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",IX,,
I80,category,Phlebitis and thrombophlebitis,I80-I89,,
I800,category,Phlebitis and thrombophlebitis of superficial vessels of lower extremities,I80,,
I801,category,Phlebitis and thrombophlebitis of femoral vein,I80,,
I802,category,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80,,
I803,category,"Phlebitis and thrombophlebitis of lower extremities, unspecified",I80,,
I808,category,Phlebitis and thrombophlebitis of other sites,I80,,
I809,category,Phlebitis and thrombophlebitis of unspecified site,I80,,
I81,category,Portal vein thrombosis,I80-I89,,
I82,category,Other venous embolism and thrombosis,I80-I89,,
I820,category,Budd-Chiari syndrome,I82,,
I821,category,Thrombophlebitis migrans,I82,,
I822,category,Embolism and thrombosis of vena cava,I82,,
I823,category,Embolism and thrombosis of renal vein,I82,,
I828,category,Embolism and thrombosis of other specified veins,I82,,
I829,category,Embolism and thrombosis of unspecified vein,I82,,
I83,category,Varicose veins of lower extremities,I80-I89,,
I830,category,Varicose veins of lower extremities with ulcer,I83,,
I831,category,Varicose veins of lower extremities with inflammation,I83,,
I832,category,Varicose veins of lower extremities with both ulcer and inflammation,I83,,
I839,category,Varicose veins of lower extremities without ulcer or inflammation,I83,,
I85,category,Oesophageal varices,I80-I89,,
I850,category,Oesophageal varices with bleeding,I85,,
I859,category,Oesophageal varices without bleeding,I85,,
I86,category,Varicose veins of other sites,I80-I89,,
I860,category,Sublingual varices,I86,,
I861,category,Scrotal varices,I86,,
I862,category,Pelvic varices,I86,,
I863,category,Vulval varices,I86,,
I864,category,Gastric varices,I86,,
I868,category,Varicose veins of other specified sites,I86,,
I87,category,Other disorders of veins,I80-I89,,
I870,category,Postthrombotic syndrome,I87,,
I871,category,Compression of vein,I87,,
I872,category,Venous insufficiency (chronic)(peripheral),I87,,
I878,category,Other specified disorders of veins,I87,,
I879,category,"Disorder of vein, unspecified",I87,,
I88,category,Nonspecific lymphadenitis,I80-I89,,
I880,category,Nonspecific mesenteric lymphadenitis,I88,,
I881,category,"Chronic lymphadenitis, except mesenteric",I88,,
I888,category,Other nonspecific lymphadenitis,I88,,
I889,category,"Nonspecific lymphadenitis, unspecified",I88,,
I89,category,Other noninfective disorders of lymphatic vessels and lymph nodes,I80-I89,,
I890,category,"Lymphoedema, not elsewhere classified",I89,,
I891,category,Lymphangitis,I89,,
I898,category,Other specified noninfective disorders of lymphatic vessels and lymph nodes,I89,,
I899,category,"Noninfective disorder of lymphatic vessels and lymph nodes, unspecified",I89,,
I95-I99,block,Other and unspecified disorders of the circulatory system,IX,,
I95,category,Hypotension,I95-I99,,
I950,category,Idiopathic hypotension,I95,,
I951,category,Orthostatic hypotension,I95,,
I952,category,Hypotension due to drugs,I95,,
I958,category,Other hypotension,I95,,
I959,category,"Hypotension, unspecified",I95,,
I97,category,"Postprocedural disorders of circulatory system, not elsewhere classified",I95-I99,,
I970,category,Postcardiotomy syndrome,I97,,
I971,category,Other functional disturbances following cardiac surgery,I97,,
I972,category,Postmastectomy lymphoedema syndrome,I97,,
I978,category,"Other postprocedural disorders of circulatory system, not elsewhere classified",I97,,
I979,category,"Postprocedural disorder of circulatory system, unspecified",I97,,
I98,category,Other disorders of circulatory system in diseases classified elsewhere,I95-I99,,
